Date,TGD20,D1,model
2024-07-29,0.3799221472902796,0.6200778527097205,B
2024-07-30,0.386994896795367,0.613005103204633,B
2024-07-31,0.39708313980044174,0.6029168601995581,B
2024-08-01,0.4087599801140132,0.5912400198859867,B
2024-08-02,0.41732432669727443,0.5826756733027255,B
2024-08-05,0.4110059377291427,0.5889940622708573,B
2024-08-06,0.40415862647454887,0.5958413735254511,B
2024-08-07,0.4209327022827489,0.5790672977172511,B
2024-08-08,0.4242511591302223,0.5757488408697776,B
2024-08-09,0.40648041958312114,0.5935195804168788,B
2024-08-12,0.39413646352982523,0.6058635364701747,B
2024-08-13,0.37909392101299716,0.6209060789870029,B
2024-08-14,0.38636716015926675,0.6136328398407334,B
2024-08-15,0.39152287340491093,0.6084771265950891,B
2024-08-16,0.3869082715920415,0.6130917284079584,B
2024-08-19,0.3943206805040612,0.6056793194959388,B
2024-08-20,0.3938010786796512,0.6061989213203488,B
2024-08-21,0.390994051740694,0.6090059482593061,B
2024-08-22,0.39057339325146645,0.6094266067485337,B
2024-08-23,0.38232850618045783,0.6176714938195421,B
2024-08-26,0.38286265416628906,0.6171373458337109,B
2024-08-27,0.3852780086430359,0.614721991356964,B
2024-08-28,0.38451615674496203,0.6154838432550379,B
2024-08-29,0.392545428693451,0.607454571306549,B
2024-08-30,0.39881390110372683,0.6011860988962733,B
2024-09-02,0.4120391929191794,0.5879608070808205,B
2024-09-03,0.3946087623443835,0.6053912376556164,B
2024-09-04,0.40831844419746105,0.5916815558025389,B
2024-09-05,0.40814047992939156,0.5918595200706084,B
2024-09-06,0.4074459389381204,0.5925540610618797,B
2024-09-09,0.40466341323831895,0.5953365867616811,B
2024-09-10,0.40902634470906635,0.5909736552909336,B
2024-09-11,0.4097878776119439,0.5902121223880562,B
2024-09-12,0.40704072458872154,0.5929592754112784,B
2024-09-13,0.39301210767386446,0.6069878923261355,B
2024-09-18,0.38946576298859115,0.6105342370114089,B
2024-09-19,0.3961455077228752,0.6038544922771248,B
2024-09-20,0.40534648384661426,0.5946535161533857,B
2024-09-23,0.3971709334438974,0.6028290665561025,B
2024-09-24,0.39726655310343323,0.6027334468965668,B
2024-09-25,0.39869459990699596,0.6013054000930039,B
2024-09-26,0.4019618113344764,0.5980381886655235,B
2024-09-27,0.39885465539748566,0.6011453446025145,B
2024-09-30,0.39579980643066803,0.6042001935693321,B
2024-10-08,0.42937779362207845,0.5706222063779216,B
2024-10-09,0.464006174027582,0.535993825972418,B
2024-10-10,0.44553194860173306,0.5544680513982669,B
2024-10-11,0.43634919189707017,0.5636508081029299,B
2024-10-14,0.4026148682781116,0.5973851317218883,B
2024-10-15,0.41523109467688873,0.5847689053231112,B
2024-10-16,0.4104211649934702,0.5895788350065297,B
2024-10-17,0.4013098484723631,0.5986901515276368,B
2024-10-18,0.4047372561323582,0.5952627438676418,B
2024-10-21,0.44441775631294955,0.5555822436870503,B
2024-10-22,0.47324477162299283,0.5267552283770073,B
2024-10-23,0.45821711484530375,0.5417828851546963,B
2024-10-24,0.4385137287194846,0.5614862712805153,B
2024-10-25,0.42963879661320736,0.5703612033867925,B
2024-10-28,0.44205514718412053,0.5579448528158795,B
2024-10-29,0.4260428729596543,0.5739571270403456,B
2024-10-30,0.42182500420039826,0.5781749957996019,B
2024-10-31,0.40076547859331396,0.5992345214066861,B
2024-11-01,0.3997374272029561,0.6002625727970439,B
2024-11-04,0.3793895546292412,0.6206104453707589,B
2024-11-05,0.38993321813991466,0.6100667818600853,B
2024-11-06,0.4250270358926181,0.5749729641073819,B
2024-11-07,0.44058127632416727,0.5594187236758327,B
2024-11-08,0.41872342281382474,0.5812765771861753,B
2024-11-11,0.4239567661644379,0.5760432338355621,B
2024-11-12,0.4786282682860864,0.5213717317139136,B
2024-11-13,0.4457417423081902,0.5542582576918097,B
